"과속방지턱관리번호",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
139,경기도,오산시,엘지로,,경기도 오산시 청호동 346,휴먼시아아파트 앞,1,1,10,360,900,1,Y,37.1305277,127.0861924,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
140,경기도,오산시,엘지로,,경기도 오산시 청호동 346,휴먼시아아파트 앞,1,1,10,360,900,1,Y,37.1300752,127.0856799,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
141,경기도,오산시,엘지로,,경기도 오산시 청호동 345,휴먼시아아파트 옆,1,1,10,360,700,1,Y,37.1292664,127.0858562,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
142,경기도,오산시,가장로,,경기도 오산시 궐동 산 65-4,한빛농장 인근,1,1,10,360,1200,1,Y,37.1562827,127.0500681,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
143,경기도,오산시,수목원로,,경기도 오산시 궐동 산 31-2,물향기수목원 인근,1,1,10,360,400,2,Y,37.1665358,127.0523181,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
144,경기도,오산시,수목원로,,경기도 오산시 궐동 산 31-2,물향기수목원 인근,1,1,10,360,400,2,Y,37.1663375,127.0523208,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
145,경기도,오산시,수목원로,,경기도 오산시 궐동 511-7,물향기수목원 인근,1,1,10,360,400,2,Y,37.1658352,127.0523655,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
146,경기도,오산시,수목원로,,경기도 오산시 궐동 509,물향기수목원 인근,1,1,10,360,400,2,Y,37.1656551,127.0523625,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
147,경기도,오산시,수목원로,,경기도 오산시 궐동 산 30-4,물향기수목원 인근,1,1,10,360,400,2,Y,37.1648305,127.0523732,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
148,경기도,오산시,수목원로,,경기도 오산시 궐동 산 30-4,물향기수목원 인근,1,1,10,360,400,2,Y,37.16464807,127.0523901,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
149,경기도,오산시,수목원로,,경기도 오산시 궐동 711,베네치아빌리지아파트 앞,1,1,10,360,700,1,Y,37.1636004,127.0526398,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
150,경기도,오산시,수목원로,,경기도 오산시 궐동 711,베네치아빌리지아파트 앞,1,1,10,360,700,1,Y,37.1633594,127.0526424,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
151,경기도,오산시,수목원로,,경기도 오산시 궐동 711,용궁주택 부근,1,1,10,360,400,1,Y,37.1557431,127.0529974,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
152,경기도,오산시,대호로,,경기도 오산시 궐동 738,센트하임아파트 앞,1,1,10,360,600,1,Y,37.1597005,127.0539035,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
153,경기도,오산시,궐동로,,경기도 오산시 궐동 736,정선빌딩 앞,1,1,10,360,900,1,Y,37.1581863,127.0549889,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
154,경기도,오산시,궐리사로,,경기도 오산시 궐동 715,대호초 앞,1,99,10,360,4200,1,Y,37.1598881,127.0576302,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
155,경기도,오산시,궐리사로,,경기도 오산시 궐동 730,대호초 앞,1,1,10,360,300,1,Y,37.1596629,127.0573485,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
156,경기도,오산시,궐리사로,,경기도 오산시 궐동 730,대호빌딩 옆,1,1,10,360,400,1,Y,37.1597709,127.0575484,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
157,경기도,오산시,궐리사로,,경기도 오산시 궐동 730,대호빌딩 옆,1,1,10,360,400,1,Y,37.1597034,127.0575062,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
158,경기도,오산시,궐리사로,,경기도 오산시 궐동 730,대호초 앞,1,1,10,360,400,1,Y,37.1593363,127.0572526,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
159,경기도,오산시,궐리사로,,경기도 오산시 궐동 730,대호초 앞,4,1,10,360,400,1,Y,37.1594378,127.0568615,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
160,경기도,오산시,궐리사로,,경기도 오산시 궐동 732,대호초 뒤,1,1,10,360,500,1,Y,37.1584666,127.0576572,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
161,경기도,오산시,궐리사로,,경기도 오산시 궐동 716,제일하이빌아파트 앞,4,1,10,360,900,1,Y,37.1613486,127.1558441,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
162,경기도,오산시,궐리사로,,경기도 오산시 궐동 616-1,우남퍼스트빌아파트 앞,1,1,10,360,900,1,Y,37.1614589,127.0559991,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
163,경기도,오산시,궐리사로,,경기도 오산시 궐동 716,대호중 앞,1,1,10,360,700,1,Y,37.1613505,127.0566209,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
164,경기도,오산시,궐리사로,,경기도 오산시 궐동 716,대호중 앞,1,1,10,360,700,1,Y,37.1613435,127.0570402,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
165,경기도,오산시,궐리사로,,경기도 오산시 궐동 719,대한법률구조공단 옆,1,1,10,360,700,1,Y,37.1594322,127.0592059,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
166,경기도,오산시,궐리사로,,경기도 오산시 궐동 719,안성학당 부근,1,1,10,360,700,1,Y,37.1598231,127.0614973,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
167,경기도,오산시,궐리사로,,경기도 오산시 궐동 719,자람터어린이집 앞,1,1,10,360,700,1,Y,37.1596179,127.0617504,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
168,경기도,오산시,매홀로,,경기도 오산시 궐동 722,궐리사 앞,1,1,10,360,600,1,Y,37.1587005,127.0628417,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
169,경기도,오산시,매홀로,,경기도 오산시 궐동 597,궐리사 옆,1,1,10,360,600,1,Y,37.1589388,127.0636327,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
170,경기도,오산시,매홀로,,경기도 오산시 궐동 597,궐리사 옆,1,1,10,360,600,1,Y,37.1590537,127.0636751,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
171,경기도,오산시,매홀로,,경기도 오산시 궐동 597,궐리사 옆,1,1,10,360,600,1,Y,37.1594232,127.0636322,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
172,경기도,오산시,매홀로,,경기도 오산시 궐동 597,궐동제2어린이공원 옆,1,1,10,360,600,1,Y,37.1599301,127.0633803,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
173,경기도,오산시,매홀로,,경기도 오산시 궐동 597,오산대우아파트 옆,99,3,0,360,600,1,Y,37.1608132,127.0633191,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
174,경기도,오산시,매홀로,,경기도 오산시 궐동 596,매홀초 앞,1,99,10,360,3100,1,Y,37.1618061,127.0631004,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
175,경기도,오산시,매홀로,,경기도 오산시 궐동 596,매홀초 앞,1,1,10,360,600,1,Y,37.1619462,127.0635114,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
176,경기도,오산시,오산로,,경기도 오산시 궐동 10-1,궐동파출소 옆,1,1,10,360,500,1,N,37.1599873,127.0659612,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
177,경기도,오산시,오산로,,경기도 오산시 궐동 5-2,오산종합정비센터 앞,1,1,10,360,600,1,Y,37.1617401,127.0655884,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
178,경기도,오산시,오산로,,경기도 오산시 궐동 9-2,오산평화교회 앞,1,1,10,360,600,1,Y,37.1611597,127.0658356,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
179,경기도,오산시,오산로,,경기도 오산시 궐동 9-2,재경연립 앞,1,1,10,360,600,1,Y,37.1605842,127.0660265,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
180,경기도,오산시,오산로,,경기도 오산시 궐동 13-2,궐동파출소 앞,1,2,10,360,1000,1,Y,37.1599308,127.0662792,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
181,경기도,오산시,오산로,,경기도 오산시 궐동 8-6,재경연립 앞,1,1,10,360,500,2,Y,37.1607216,127.0660913,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
182,경기도,오산시,오산로,,경기도 오산시 궐동 16-2,플리서빌 앞,1,1,10,360,500,2,Y,37.1609261,127.0670513,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
183,경기도,오산시,오산로,,경기도 오산시 궐동 18-2,시에나2차 옆,1,1,10,360,500,2,Y,37.1610813,127.0673667,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
184,경기도,오산시,오산로,,경기도 오산시 궐동 19-1,화진정 앞,1,1,10,360,400,2,Y,37.1611936,127.0679716,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
185,경기도,오산시,은여울로,,경기도 오산시 궐동 19-14,울진막회 앞,1,1,10,360,600,1,Y,37.1609794,127.0683291,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
186,경기도,오산시,은여울로,,경기도 오산시 궐동 19-14,궐동제1공영주차장 앞,1,1,10,360,900,1,Y,37.1604703,127.0682977,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
187,경기도,오산시,은여울로,,경기도 오산시 궐동 19-14,궐동대우아파트 옆,1,1,10,360,900,1,Y,37.1597878,127.0682296,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
188,경기도,오산시,은여울로,,경기도 오산시 궐동 575-14,신장동복지회관 앞,1,1,10,360,600,1,Y,37.1599912,127.0670476,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
189,경기도,오산시,은여울로,,경기도 오산시 궐동 23-10,궐동대우아파트 후문,1,1,10,360,500,2,Y,37.1599096,127.0678835,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
190,경기도,오산시,은여울로,,경기도 오산시 궐동 24-2,대우공판장 앞,1,1,10,360,400,1,Y,37.1599366,127.0679933,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
191,경기도,오산시,오산로,,경기도 오산시 궐동 28-15,아름다운광고간판 앞,1,1,10,360,400,2,Y,37.1593734,127.0671821,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
192,경기도,오산시,오산로,,경기도 오산시 궐동 28-15,궐동대우3차아파트 정문,1,1,10,360,400,2,Y,37.1592205,127.0674466,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
193,경기도,오산시,오산로,,경기도 오산시 궐동 28-3,궐동대우3차아파트 정문,1,1,10,360,600,1,Y,37.1593354,127.0674833,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
194,경기도,오산시,오산로,,경기도 오산시 궐동 28-15,궐동대우3차아파트 정문,1,1,10,360,400,2,Y,37.1592678,127.0676127,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
195,경기도,오산시,오산로,,경기도 오산시 궐동 28-15,궐동대우3차아파트 앞,1,1,10,360,400,2,Y,37.1593014,127.0678773,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
196,경기도,오산시,오산로,,경기도 오산시 궐동 33-17,GS25편의점 앞,1,1,10,360,400,2,Y,37.1593686,127.0684628,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
197,경기도,오산시,오산로,,경기도 오산시 궐동 33-17,파츠마켓 앞,1,1,10,360,500,2,Y,37.1593726,127.0693297,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
198,경기도,오산시,오산로,,경기도 오산시 궐동 36-5,혜성슈퍼 앞,1,1,10,360,500,2,Y,37.1588172,127.0676461,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
199,경기도,오산시,오산로,,경기도 오산시 궐동 45-99,오산태권도체육관 앞,1,1,10,360,500,2,Y,37.1579614,127.0673301,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
200,경기도,오산시,오산로,,경기도 오산시 궐동 48-25,아우성옻닭영양탕 앞,1,1,10,360,600,1,Y,37.1580399,127.0679606,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
201,경기도,오산시,오산로,,경기도 오산시 궐동 45-13,코스모스미용실 앞,1,1,10,360,300,2,Y,37.1587578,127.0691587,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
202,경기도,오산시,오산로,,경기도 오산시 궐동 45-13,보성이발관 옆,1,1,10,360,300,2,Y,37.1587441,127.0693966,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
203,경기도,오산시,은여울로,,경기도 오산시 궐동 50-2,성광세탁수선 앞,1,1,10,360,500,2,Y,37.1579108,127.0691679,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
204,경기도,오산시,은여울로,,경기도 오산시 궐동 55-11,신흥빌라 옆,1,1,10,360,400,2,Y,37.1574985,127.0692069,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
205,경기도,오산시,오산로,,경기도 오산시 궐동 49-21,새마을금고 옆,1,1,10,360,400,2,Y,37.1580217,127.0682786,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
206,경기도,오산시,오산로,,경기도 오산시 궐동 49-5,크로바옷수선 앞,1,1,10,360,400,2,Y,37.1579853,127.0688049,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
207,경기도,오산시,오산로,,경기도 오산시 궐동 50-2,성광세탁수선 옆,1,1,10,360,400,2,Y,37.1579716,127.0690695,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
208,경기도,오산시,은여울로,,경기도 오산시 궐동 55-14,오산침례교회 옆,1,1,10,360,400,2,Y,37.1573929,127.0686946,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
209,경기도,오산시,은여울로,,경기도 오산시 궐동 55-14,오산침례교회 앞,1,1,10,360,400,2,Y,37.1573815,127.0689451,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
210,경기도,오산시,은여울로,,경기도 오산시 궐동 36-5,오산퀵 앞,1,1,10,360,900,1,Y,37.1591255,127.0681981,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
211,경기도,오산시,은여울로,,경기도 오산시 궐동 45-59,패션세탁소 앞,1,1,10,360,600,1,Y,37.1587493,127.0681498,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
212,경기도,오산시,은여울로,,경기도 오산시 궐동 48-25,아우성옻닭영양탕 앞,1,1,10,360,600,1,Y,37.1581209,127.0690986,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
213,경기도,오산시,은여울로,,경기도 오산시 궐동 49-21,새마을금고 앞,1,1,10,360,600,1,Y,37.1578844,127.0680731,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
214,경기도,오산시,은여울로,,경기도 오산시 궐동 67-5,천지정밀 앞,1,1,10,360,600,1,Y,37.1569447,127.0686379,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
215,경기도,오산시,은여울로,,경기도 오산시 궐동 67-5,경기공조 인근,1,1,10,360,600,1,Y,37.1568142,127.0684352,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
216,경기도,오산시,은여울로,,경기도 오산시 궐동 57-1,신흥빌라 앞,1,1,10,360,700,1,Y,37.15750285,127.0695644,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
217,경기도,오산시,가장로,,경기도 오산시 청학동 산 1-2,노틀담사랑터 인근,99,3,0,360,600,1,Y,37.1533202,127.0556355,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
218,경기도,오산시,가장로,,경기도 오산시 청학동 산 1-3,오산성당 옆,99,3,0,360,900,1,Y,37.1524819,127.0564511,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
219,경기도,오산시,수목원로,,경기도 오산시 청학동 107-2,근린생활용지 옆,1,1,10,360,600,1,Y,37.1549661,127.0526929,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
220,경기도,오산시,대호로,,경기도 오산시 청학동 52-2,그린빌 인근,1,1,10,360,1000,1,Y,37.1547606,127.0577361,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
221,경기도,오산시,대호로,,경기도 오산시 청학동 52-2,국민주택 옆,1,1,10,360,1000,1,Y,37.1530059,127.0581371,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
222,경기도,오산시,대호로,,경기도 오산시 청학동 77-16,장강 앞,1,1,10,360,1000,1,Y,37.1524428,127.0580129,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
223,경기도,오산시,청학로,,경기도 오산시 청학동 52-1,오산한누리교회 옆,1,1,10,360,300,2,Y,37.15161087,127.0595629,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
224,경기도,오산시,청학로,,경기도 오산시 청학동 201-2,담채랑동태탕 앞,1,1,10,360,600,1,Y,37.1511896,127.0595907,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
225,경기도,오산시,청학로,,경기도 오산시 청학동 188-5,담채랑동태탕 앞,1,1,10,360,600,1,Y,37.1511489,127.0598636,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
226,경기도,오산시,청학로,,경기도 오산시 청학동 196-8,청학슈퍼 옆,1,1,10,360,600,1,Y,37.1509459,127.0604179,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
227,경기도,오산시,청학로,,경기도 오산시 청학동 269-7,신화광고기획 앞,1,1,10,360,600,1,Y,37.1508466,127.0606148,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
228,경기도,오산시,청학로,,경기도 오산시 청학동 269-7,금성빌딩 옆,1,1,10,360,600,1,Y,37.1508175,127.0604431,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
229,경기도,오산시,청학로,,경기도 오산시 청학동 42-2,청학슈퍼 앞,1,1,10,360,600,1,Y,37.1509751,127.0605952,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
230,경기도,오산시,청학로,,경기도 오산시 청학동 266-2,오거리집설렁탕 앞,1,1,10,360,600,1,Y,37.1507964,127.0619149,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
231,경기도,오산시,청학로,,경기도 오산시 청학동 37-26,삼화페인트 앞,1,1,10,360,600,1,Y,37.1513752,127.0621799,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
232,경기도,오산시,청학로,,경기도 오산시 청학동 33-10,세산연립 옆,1,1,10,360,1800,1,Y,37.1526521,127.0628902,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
233,경기도,오산시,청학로,,경기도 오산시 청학동 34-7,진어랑조개랑 뒤,1,1,10,360,300,2,Y,37.1512422,127.0624201,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
234,경기도,오산시,청학로,,경기도 오산시 청학동 49-1,왔다할인마트 인근,1,1,10,360,500,1,Y,37.1518288,127.060579,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
235,경기도,오산시,청학로,,경기도 오산시 청학동 269,정림주택 앞,1,1,10,360,600,1,Y,37.1524304,127.0603712,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
236,경기도,오산시,청학로,,경기도 오산시 청학동 24-1,오산중 앞,1,1,10,360,600,1,Y,37.1539551,127.0612842,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
237,경기도,오산시,청학로,,경기도 오산시 청학동 24-1,오산중 앞,1,1,10,360,600,1,Y,37.1538961,127.0618133,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
238,경기도,오산시,청학로,,경기도 오산시 청학동 17,오산중 앞,1,1,10,360,600,1,Y,37.1538576,127.0622242,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
